month,company,cash_musd,rigs_active,rigs_warm,rigs_cold
429,Bluewater Titans,423.94,1,1,0
430,PlayerCo,1565.92,0,2,0
430,Stack&Pray Drilling,1927.96,2,0,0
430,Bluewater Titans,425.35,1,1,0
431,PlayerCo,1569.76,2,0,0
431,Stack&Pray Drilling,1934.35,2,0,0
431,Bluewater Titans,426.76,1,1,0
432,PlayerCo,1573.6,2,0,0
432,Stack&Pray Drilling,1940.74,2,0,0
432,Bluewater Titans,428.17,0,2,0
433,PlayerCo,1577.44,2,0,0
433,Stack&Pray Drilling,1947.13,2,0,0
433,Bluewater Titans,429.07,1,1,0
434,PlayerCo,1581.28,2,0,0
434,Stack&Pray Drilling,1953.52,2,0,0
434,Bluewater Titans,429.97,1,1,0
435,PlayerCo,1585.12,2,0,0
435,Stack&Pray Drilling,1959.91,2,0,0
435,Bluewater Titans,430.87,1,1,0
436,PlayerCo,1588.96,2,0,0
436,Stack&Pray Drilling,1966.3,2,0,0
436,Bluewater Titans,431.77,1,1,0
437,PlayerCo,1592.8,2,0,0
437,Stack&Pray Drilling,1972.69,2,0,0
437,Bluewater Titans,432.67,1,1,0
438,PlayerCo,1596.64,2,0,0
438,Stack&Pray Drilling,1979.08,1,1,0
438,Bluewater Titans,433.57,0,2,0
439,PlayerCo,1600.48,2,0,0
439,Stack&Pray Drilling,1985.02,2,0,0
439,Bluewater Titans,432.67,0,2,0
440,PlayerCo,1604.32,2,0,0
440,Stack&Pray Drilling,1990.96,2,0,0
440,Bluewater Titans,431.77,0,2,0
441,PlayerCo,1608.16,2,0,0
441,Stack&Pray Drilling,1996.9,2,0,0
441,Bluewater Titans,430.87,0,2,0
442,PlayerCo,1612.0,1,1,0
442,Stack&Pray Drilling,2002.84,2,0,0
442,Bluewater Titans,429.97,0,2,0
443,PlayerCo,1616.26,2,0,0
443,Stack&Pray Drilling,2008.78,2,0,0
443,Bluewater Titans,431.2,1,1,0
444,PlayerCo,1620.52,2,0,0
444,Stack&Pray Drilling,2014.72,1,1,0
444,Bluewater Titans,432.43,1,1,0
445,PlayerCo,1624.78,2,0,0
445,Stack&Pray Drilling,2020.63,2,0,0
445,Bluewater Titans,433.66,1,1,0
446,PlayerCo,1629.04,2,0,0
446,Stack&Pray Drilling,2026.54,2,0,0
446,Bluewater Titans,434.89,1,1,0
447,PlayerCo,1633.3,2,0,0
447,Stack&Pray Drilling,2032.45,2,0,0
447,Bluewater Titans,436.12,1,1,0
448,PlayerCo,1637.56,1,1,0
448,Stack&Pray Drilling,2038.36,2,0,0
448,Bluewater Titans,437.35,1,1,0
449,PlayerCo,1641.85,2,0,0
449,Stack&Pray Drilling,2044.27,2,0,0
449,Bluewater Titans,438.58,1,1,0
450,PlayerCo,1646.14,2,0,0
450,Stack&Pray Drilling,2050.18,1,1,0
450,Bluewater Titans,439.81,1,1,0
451,PlayerCo,1650.43,1,1,0
451,Stack&Pray Drilling,2051.92,1,1,0
451,Bluewater Titans,441.04,1,1,0
452,PlayerCo,1654.39,2,0,0
452,Stack&Pray Drilling,2057.74,1,1,0
452,Bluewater Titans,442.27,1,1,0
453,PlayerCo,1658.35,2,0,0
453,Stack&Pray Drilling,2063.38,2,0,0
453,Bluewater Titans,443.5,1,1,0
454,PlayerCo,1662.31,2,0,0
454,Stack&Pray Drilling,2069.02,2,0,0
454,Bluewater Titans,444.73,1,1,0
455,PlayerCo,1666.27,2,0,0
455,Stack&Pray Drilling,2074.66,2,0,0
455,Bluewater Titans,445.96,1,1,0
456,PlayerCo,1670.23,2,0,0
456,Stack&Pray Drilling,2080.3,2,0,0
456,Bluewater Titans,447.19,1,1,0
457,PlayerCo,1674.19,2,0,0
457,Stack&Pray Drilling,2085.94,2,0,0
457,Bluewater Titans,448.42,1,1,0
458,PlayerCo,1678.15,2,0,0
458,Stack&Pray Drilling,2091.58,2,0,0
458,Bluewater Titans,449.65,1,1,0
459,PlayerCo,1682.11,2,0,0
459,Stack&Pray Drilling,2097.22,2,0,0
459,Bluewater Titans,450.88,1,1,0
460,PlayerCo,1686.07,1,1,0
460,Stack&Pray Drilling,2102.86,2,0,0
460,Bluewater Titans,452.11,1,1,0
461,PlayerCo,1690.63,2,0,0
461,Stack&Pray Drilling,2108.5,2,0,0
461,Bluewater Titans,453.34,1,1,0
462,PlayerCo,1695.19,2,0,0
462,Stack&Pray Drilling,2114.14,2,0,0
462,Bluewater Titans,454.57,1,1,0
463,PlayerCo,1699.75,2,0,0
463,Stack&Pray Drilling,2119.78,2,0,0
463,Bluewater Titans,455.8,1,1,0
464,PlayerCo,1704.31,2,0,0
464,Stack&Pray Drilling,2125.42,2,0,0
464,Bluewater Titans,457.03,1,1,0
465,PlayerCo,1708.87,2,0,0
465,Stack&Pray Drilling,2131.06,2,0,0
465,Bluewater Titans,458.26,1,1,0
466,PlayerCo,1713.43,2,0,0
466,Stack&Pray Drilling,2136.7,2,0,0
466,Bluewater Titans,459.49,0,2,0
467,PlayerCo,1717.99,2,0,0
467,Stack&Pray Drilling,2142.34,2,0,0
467,Bluewater Titans,458.59,0,2,0
468,PlayerCo,1722.55,2,0,0
468,Stack&Pray Drilling,2147.98,2,0,0
468,Bluewater Titans,458.8,1,1,0
469,PlayerCo,1727.11,1,1,0
469,Stack&Pray Drilling,2153.62,2,0,0
469,Bluewater Titans,459.01,1,1,0
470,PlayerCo,1729.48,1,1,0
470,Stack&Pray Drilling,2159.26,2,0,0
470,Bluewater Titans,459.22,1,1,0
471,PlayerCo,1733.5,2,0,0
471,Stack&Pray Drilling,2164.9,2,0,0
471,Bluewater Titans,459.43,1,1,0
472,PlayerCo,1737.52,2,0,0
472,Stack&Pray Drilling,2170.54,2,0,0
472,Bluewater Titans,459.64,1,1,0
473,PlayerCo,1741.54,2,0,0
473,Stack&Pray Drilling,2176.18,2,0,0
473,Bluewater Titans,459.85,1,1,0
474,PlayerCo,1745.56,2,0,0
474,Stack&Pray Drilling,2181.82,2,0,0
474,Bluewater Titans,460.06,1,1,0
475,PlayerCo,1749.58,2,0,0
475,Stack&Pray Drilling,2187.46,1,1,0
475,Bluewater Titans,460.27,1,1,0
476,PlayerCo,1753.6,2,0,0
476,Stack&Pray Drilling,2192.92,1,1,0
476,Bluewater Titans,460.48,1,1,0
477,PlayerCo,1757.62,2,0,0
477,Stack&Pray Drilling,2197.63,2,0,0
477,Bluewater Titans,460.69,1,1,0
478,PlayerCo,1761.64,1,1,0
478,Stack&Pray Drilling,2202.34,2,0,0
478,Bluewater Titans,460.9,1,1,0
479,PlayerCo,1764.25,2,0,0
479,Stack&Pray Drilling,2207.05,2,0,0
479,Bluewater Titans,461.11,1,1,0
480,PlayerCo,1766.86,2,0,0
480,Stack&Pray Drilling,2211.76,2,0,0
480,Bluewater Titans,461.32,1,1,0
481,PlayerCo,1769.47,2,0,0
481,Stack&Pray Drilling,2216.47,2,0,0
481,Bluewater Titans,461.53,1,1,0
482,PlayerCo,1772.08,1,1,0
482,Stack&Pray Drilling,2221.18,2,0,0
482,Bluewater Titans,461.74,1,1,0
483,PlayerCo,1774.6,2,0,0
483,Stack&Pray Drilling,2225.89,2,0,0
483,Bluewater Titans,461.95,1,1,0
484,PlayerCo,1777.12,1,1,0
484,Stack&Pray Drilling,2230.6,2,0,0
484,Bluewater Titans,462.16,1,1,0
485,PlayerCo,1780.15,2,0,0
485,Stack&Pray Drilling,2235.31,2,0,0
485,Bluewater Titans,462.37,0,2,0
486,PlayerCo,1783.18,2,0,0
486,Stack&Pray Drilling,2240.02,2,0,0
486,Bluewater Titans,463.21,1,1,0
487,PlayerCo,1786.21,2,0,0
487,Stack&Pray Drilling,2244.73,2,0,0
487,Bluewater Titans,464.05,1,1,0
488,PlayerCo,1789.24,1,1,0
488,Stack&Pray Drilling,2249.44,1,1,0
488,Bluewater Titans,464.89,1,1,0
489,PlayerCo,1790.71,1,1,0
489,Stack&Pray Drilling,2254.39,2,0,0
489,Bluewater Titans,465.73,1,1,0
490,PlayerCo,1792.18,1,1,0
490,Stack&Pray Drilling,2259.34,2,0,0
490,Bluewater Titans,466.57,1,1,0
491,PlayerCo,1795.15,2,0,0
491,Stack&Pray Drilling,2264.29,2,0,0
491,Bluewater Titans,467.41,1,1,0
492,PlayerCo,1798.12,2,0,0
492,Stack&Pray Drilling,2269.24,2,0,0
492,Bluewater Titans,468.25,1,1,0
493,PlayerCo,1801.09,2,0,0
493,Stack&Pray Drilling,2274.19,1,1,0
493,Bluewater Titans,469.09,1,1,0
494,PlayerCo,1804.06,2,0,0
494,Stack&Pray Drilling,2275.24,0,2,0
494,Bluewater Titans,469.93,1,1,0
495,PlayerCo,1807.03,2,0,0
495,Stack&Pray Drilling,2278.48,1,1,0
495,Bluewater Titans,470.77,1,1,0
496,PlayerCo,1810.0,1,1,0
496,Stack&Pray Drilling,2283.67,2,0,0
496,Bluewater Titans,471.61,1,1,0
497,PlayerCo,1812.94,2,0,0
497,Stack&Pray Drilling,2288.86,2,0,0
497,Bluewater Titans,472.45,1,1,0
498,PlayerCo,1815.88,2,0,0
498,Stack&Pray Drilling,2294.05,2,0,0
498,Bluewater Titans,473.29,1,1,0
499,PlayerCo,1818.82,2,0,0
499,Stack&Pray Drilling,2299.24,2,0,0
499,Bluewater Titans,474.13,1,1,0
500,PlayerCo,1821.76,2,0,0
500,Stack&Pray Drilling,2304.43,2,0,0
500,Bluewater Titans,474.97,1,1,0
501,PlayerCo,1824.7,2,0,0
501,Stack&Pray Drilling,2309.62,2,0,0
501,Bluewater Titans,475.81,1,1,0
502,PlayerCo,1827.64,2,0,0
502,Stack&Pray Drilling,2314.81,2,0,0
502,Bluewater Titans,476.65,1,1,0
503,PlayerCo,1830.58,2,0,0
503,Stack&Pray Drilling,2320.0,2,0,0
503,Bluewater Titans,477.49,1,1,0
504,PlayerCo,1833.52,2,0,0
504,Stack&Pray Drilling,2325.19,2,0,0
504,Bluewater Titans,478.33,1,1,0
505,PlayerCo,1836.46,2,0,0
505,Stack&Pray Drilling,2330.38,2,0,0
505,Bluewater Titans,479.17,1,1,0
506,PlayerCo,1839.4,2,0,0
506,Stack&Pray Drilling,2335.57,2,0,0
506,Bluewater Titans,480.01,1,1,0
507,PlayerCo,1842.34,2,0,0
507,Stack&Pray Drilling,2340.76,1,1,0
507,Bluewater Titans,480.85,1,1,0
508,PlayerCo,1845.28,0,2,0
508,Stack&Pray Drilling,2345.62,2,0,0
508,Bluewater Titans,481.69,1,1,0
509,PlayerCo,1848.19,2,0,0
509,Stack&Pray Drilling,2350.48,2,0,0
509,Bluewater Titans,482.53,0,2,0
510,PlayerCo,1851.1,2,0,0
510,Stack&Pray Drilling,2355.34,2,0,0
510,Bluewater Titans,483.22,1,1,0
511,PlayerCo,1854.01,2,0,0
511,Stack&Pray Drilling,2360.2,2,0,0
511,Bluewater Titans,483.91,1,1,0
512,PlayerCo,1856.92,2,0,0
512,Stack&Pray Drilling,2365.06,1,1,0
512,Bluewater Titans,484.6,1,1,0
513,PlayerCo,1859.83,2,0,0
513,Stack&Pray Drilling,2369.77,2,0,0
513,Bluewater Titans,485.29,1,1,0
514,PlayerCo,1862.74,2,0,0
514,Stack&Pray Drilling,2374.48,2,0,0
514,Bluewater Titans,485.98,1,1,0
515,PlayerCo,1865.65,2,0,0
515,Stack&Pray Drilling,2379.19,2,0,0
515,Bluewater Titans,486.67,1,1,0
516,PlayerCo,1868.56,2,0,0
516,Stack&Pray Drilling,2383.9,2,0,0
516,Bluewater Titans,487.36,1,1,0
517,PlayerCo,1871.47,2,0,0
517,Stack&Pray Drilling,2388.61,2,0,0
517,Bluewater Titans,488.05,1,1,0
518,PlayerCo,1874.38,2,0,0
518,Stack&Pray Drilling,2393.32,1,1,0
518,Bluewater Titans,488.74,1,1,0
519,PlayerCo,1877.29,2,0,0
519,Stack&Pray Drilling,2394.04,1,1,0
519,Bluewater Titans,489.43,1,1,0
520,PlayerCo,1880.2,1,1,0
520,Stack&Pray Drilling,2394.76,1,1,0
520,Bluewater Titans,490.12,1,1,0
521,PlayerCo,1883.38,2,0,0
521,Stack&Pray Drilling,2395.48,1,1,0
521,Bluewater Titans,490.81,1,1,0
522,PlayerCo,1886.56,2,0,0
522,Stack&Pray Drilling,2400.7,2,0,0
522,Bluewater Titans,491.5,1,1,0
523,PlayerCo,1889.74,2,0,0
523,Stack&Pray Drilling,2405.92,2,0,0
523,Bluewater Titans,492.19,1,1,0
524,PlayerCo,1892.92,2,0,0
524,Stack&Pray Drilling,2411.14,2,0,0
524,Bluewater Titans,492.88,1,1,0
525,PlayerCo,1896.1,2,0,0
525,Stack&Pray Drilling,2416.36,2,0,0
525,Bluewater Titans,493.57,1,1,0
526,PlayerCo,1899.28,1,1,0
526,Stack&Pray Drilling,2421.58,2,0,0
526,Bluewater Titans,494.26,1,1,0
527,PlayerCo,1901.77,2,0,0
527,Stack&Pray Drilling,2426.8,1,1,0
527,Bluewater Titans,494.95,1,1,0
528,PlayerCo,1904.26,2,0,0
528,Stack&Pray Drilling,2427.52,1,1,0
528,Bluewater Titans,495.64,1,1,0
529,PlayerCo,1906.75,2,0,0
529,Stack&Pray Drilling,2432.05,2,0,0
529,Bluewater Titans,496.33,1,1,0
530,PlayerCo,1909.24,2,0,0
530,Stack&Pray Drilling,2436.58,2,0,0
530,Bluewater Titans,497.02,1,1,0
531,PlayerCo,1911.73,2,0,0
531,Stack&Pray Drilling,2441.11,1,1,0
531,Bluewater Titans,497.71,1,1,0
532,PlayerCo,1914.22,1,1,0
532,Stack&Pray Drilling,2445.76,2,0,0
532,Bluewater Titans,498.4,1,1,0
533,PlayerCo,1916.89,2,0,0
533,Stack&Pray Drilling,2450.41,2,0,0
533,Bluewater Titans,499.09,0,2,0
534,PlayerCo,1919.56,2,0,0
534,Stack&Pray Drilling,2455.06,2,0,0
534,Bluewater Titans,499.81,1,1,0
535,PlayerCo,1922.23,2,0,0
535,Stack&Pray Drilling,2459.71,2,0,0
535,Bluewater Titans,500.53,1,1,0
536,PlayerCo,1924.9,2,0,0
536,Stack&Pray Drilling,2464.36,2,0,0
536,Bluewater Titans,501.25,1,1,0
